041a2a89-b0f8-49cf-bcb1-001478610536=188*64*10000002;184*65*10000002;185*65*10000002;165*82*10000002;!
a32b8e89-04cb-43f8-9d07-0b6245c08668=173*91*10000002;112*109*10000002;161*119*10000002;119*97*10000002;!
dafd2339-433d-4db7-b40c-0ca400d287f2=125*114*10000002;180*117*10000002;111*83*10000002;194*106*10000002;!
ed991f89-d173-4fdc-b48a-0def03373b80=199*77*10000002;127*103*10000002;197*72*10000002;124*109*10000002;!
86e54a72-6a65-45f1-8cf7-0f68c96ad460=195*93*10000002;153*109*10000002;102*116*10000002;164*107*10000002;!
b92ccdf4-f44e-4e0d-a07e-0f8ff649cf4f=112*62*10000002;131*101*10000002;100*112*10000002;113*72*10000002;!
d5981e5a-607f-4a21-ad1e-0fe0735d12d2=161*96*10000002;131*71*10000002;124*96*10000002;161*89*10000002;!
debe8c8a-9a1d-4dcb-8454-122d8ca17e03=113*64*10000002;108*93*10000002;181*116*10000002;140*91*10000002;!
9d6f35fc-d308-4568-ba9e-152afc2005ce=127*78*10000002;186*63*10000002;145*82*10000002;159*78*10000002;!
93ed78ee-d7b4-4967-b605-187c57843b4c=126*60*10000002;183*64*10000002;108*74*10000002;177*67*10000002;!
c5a699b5-56ec-4061-9eca-19fa4504939e=115*63*10000002;110*81*10000002;189*62*10000002;157*80*10000002;!
2c3e4971-9e59-47b6-bbf3-1b1e8d6a13b5=193*63*10000002;168*117*10000002;185*65*10000002;197*71*10000002;!
062f8a42-504c-479d-b2a5-1d44c835d986=163*106*10000002;141*101*10000002;100*64*10000002;175*74*10000002;!
991c3194-7700-496a-855f-26dfe17f7e18=101*60*10000002;192*73*10000002;177*92*10000002;139*113*10000002;!
189ae0aa-abf6-4dda-b209-2873b5fc1442=129*117*10000002;140*105*10000002;183*62*10000002;164*73*10000002;!
913d445b-d7b8-414a-ab91-2bc0d893e7de=172*91*10000002;112*84*10000002;168*98*10000002;146*70*10000002;!
429cf9d8-8079-43d6-baf0-2e0f30e2956b=104*98*10000002;144*78*10000002;183*64*10000002;111*64*10000002;!
70759cb1-65bc-45cd-a750-2f88dee61c1e=131*111*10000002;134*113*10000002;111*80*10000002;157*83*10000002;!
4422c87d-7c29-49b6-bee7-34eb9a3caa39=165*108*10000002;166*113*10000002;168*72*10000002;135*95*10000002;!
e9b945d6-5cdf-4de6-8487-3f1d4d928f32=114*70*10000002;197*89*10000002;195*80*10000002;156*82*10000002;!
0efcf05c-d79c-4ce9-aad9-4056e08dfc57=153*105*10000002;119*67*10000002;110*65*10000002;105*73*10000002;!
78b418fa-75cf-4e71-a36b-453d16b9d249=184*79*10000002;144*118*10000002;169*105*10000002;111*82*10000002;!
a551440a-de74-467f-b234-48f162f05025=194*104*10000002;175*112*10000002;196*94*10000002;148*109*10000002;!
580f52a6-e74c-4fa3-8f29-4ba69aebaf97=129*111*10000002;116*99*10000002;110*98*10000002;111*117*10000002;!
f4270b3f-a6e4-4875-9a34-4cd26144d460=128*118*10000002;135*81*10000002;115*86*10000002;128*93*10000002;!
bb3adbfa-23cd-466b-b4f7-4f15ccacacd0=175*86*10000002;104*81*10000002;177*82*10000002;188*83*10000002;!
5857228d-1c9e-454c-a7d3-5a4c23ca6a4f=107*95*10000002;153*73*10000002;159*101*10000002;140*117*10000002;!
40b55014-0369-4ba7-804c-5b2287001381=126*81*10000002;183*74*10000002;193*83*10000002;112*72*10000002;!
9eb23469-af30-4567-a650-5d95fe0da94e=120*88*10000002;169*103*10000002;140*104*10000002;122*90*10000002;!
aa4a23b3-78fd-4119-81bf-5e3ded8a2685=145*71*10000002;112*91*10000002;152*67*10000002;105*115*10000002;!
820622af-4831-4add-8cf8-5f1011acc9dd=197*106*10000002;158*90*10000002;110*113*10000002;136*95*10000002;!
2f434b95-1417-48d9-a3bc-605b736f86cf=156*83*10000002;109*107*10000002;160*61*10000002;162*81*10000002;!
5788d0f5-06b2-49b4-b615-60b8fcfdef2e=132*110*10000002;114*77*10000002;167*69*10000002;199*79*10000002;!
b67f9c6a-8117-4768-8c73-60d0e72cfeec=135*61*10000002;176*84*10000002;156*112*10000002;143*68*10000002;!
ed39ad6b-f6dd-46fe-b631-61b784f64ecf=131*115*10000002;127*69*10000002;181*96*10000002;110*78*10000002;!
367c3587-88f1-4610-901e-633d8d4a837b=110*66*10000002;116*60*10000002;164*86*10000002;189*85*10000002;!
b0577b46-7d0c-487d-bf5f-63ca1d511350=156*105*10000002;120*100*10000002;198*105*10000002;124*108*10000002;!
647aed3a-78f3-4bed-99e5-644f379ea43f=178*75*10000002;115*64*10000002;112*117*10000002;102*100*10000002;!
a12fd10e-7c14-4031-8576-66169658ef43=195*117*10000002;147*101*10000002;175*87*10000002;154*103*10000002;!
6a502bf8-53d4-4118-a414-69bd4489c451=174*110*10000002;119*94*10000002;199*118*10000002;167*115*10000002;!
4494e17b-8597-49d5-a9e4-6b99244c3428=113*80*10000002;183*108*10000002;168*105*10000002;115*93*10000002;!
0e089b12-0e5d-4715-8f1f-6c0f07e53617=167*88*10000002;138*93*10000002;145*62*10000002;118*68*10000002;!
43af4067-f568-4e05-9244-6dfecdcfdafd=108*89*10000002;105*101*10000002;196*72*10000002;166*66*10000002;!
aeb0420d-7935-46be-81ae-6e4b7b0b6010=122*89*10000002;194*68*10000002;156*100*10000002;181*108*10000002;!
0ed72a2f-31dc-4409-b51b-6ea81417373c=158*74*10000002;193*106*10000002;112*73*10000002;199*71*10000002;!
02eec5df-fb8c-4891-8a0b-7059663006c3=181*114*10000002;101*77*10000002;108*119*10000002;126*102*10000002;!
251becee-0e37-4f66-b0f6-71e59f0c5fb2=164*63*10000002;148*90*10000002;191*119*10000002;195*115*10000002;!
d333ca12-e4e1-4bdd-b4db-75de76416bd2=168*104*10000002;158*71*10000002;181*60*10000002;199*119*10000002;!
9982e70b-9251-482e-b723-776ba1dc0944=165*94*10000002;197*73*10000002;109*84*10000002;101*111*10000002;!
a6b05ec9-7980-4e6a-8d26-78ceaccdd314=148*111*10000002;187*62*10000002;119*82*10000002;101*73*10000002;!
7bae2360-ccb5-46a3-96a0-7c60e3568e23=121*74*10000002;149*90*10000002;119*78*10000002;188*95*10000002;!
c704913d-d4f5-4bed-b64e-80109099800b=127*60*10000002;109*83*10000002;163*108*10000002;138*108*10000002;!
8cd040c4-49c6-41f4-ae00-8028c9760902=191*60*10000002;163*90*10000002;101*62*10000002;160*74*10000002;!
53025b60-59e6-4f73-b5fa-81dafd433ef4=103*97*10000002;102*63*10000002;112*114*10000002;172*77*10000002;!
4d845d02-8816-4829-b080-8270b161ea22=171*81*10000002;197*94*10000002;150*89*10000002;180*80*10000002;!
c9fff7ca-fbe3-4cdb-9da8-84b3037c534b=169*82*10000002;194*65*10000002;130*97*10000002;122*100*10000002;!
15ba5549-3409-40a8-b3fa-87029974a0a4=148*63*10000002;113*71*10000002;174*90*10000002;121*70*10000002;!
b9bd1d09-ed62-48f2-8f51-88fc2a422812=162*75*10000002;147*94*10000002;127*109*10000002;146*82*10000002;!
e6cc9bdc-9d6e-45bf-ba06-898ed406bf89=128*107*10000002;167*77*10000002;182*108*10000002;130*85*10000002;!
aacd2201-7cf0-4dd7-881f-8c08afb2d960=121*77*10000002;181*98*10000002;110*91*10000002;193*85*10000002;!
1d854056-5541-4159-b5f5-8c661bbcd33f=139*80*10000002;157*63*10000002;177*92*10000002;155*72*10000002;!
b28bcac6-0c9e-4e84-ac59-8db5b3591464=114*108*10000002;194*75*10000002;101*73*10000002;106*112*10000002;!
ed847c25-de58-4007-93c2-96655acd50f9=191*94*10000002;180*90*10000002;194*116*10000002;185*100*10000002;!
86f5e46d-3ee5-4808-805d-9b1fafdaec7e=175*102*10000002;197*87*10000002;170*94*10000002;106*66*10000002;!
a5110269-702f-44f6-88d2-9e4da7534869=131*63*10000002;118*116*10000002;125*84*10000002;159*104*10000002;!
2b922910-e4a9-410f-a761-9e7968b60a3b=124*88*10000002;114*61*10000002;185*63*10000002;140*119*10000002;!
93d1f00d-ae94-432b-b369-a03fa8ee3587=122*116*10000002;172*91*10000002;171*85*10000002;147*86*10000002;!
1f2a2322-d979-4701-bbdc-a084b36c7709=148*113*10000002;129*64*10000002;156*65*10000002;150*94*10000002;!
44c7a075-bfe2-4c9e-93c2-a15d65f2e774=174*110*10000002;193*118*10000002;104*67*10000002;161*90*10000002;!
05a832f1-7a67-4f65-8545-ac10b5e16f81=198*63*10000002;126*88*10000002;179*110*10000002;182*102*10000002;!
12d1dcb7-0843-44dd-b2f6-aedd8a0934f5=129*119*10000002;122*105*10000002;184*92*10000002;139*113*10000002;!
e0572299-6587-4c71-996b-b0504e688bb0=157*104*10000002;144*81*10000002;111*91*10000002;117*68*10000002;!
ac38cefe-1d25-4d44-bbbc-b3d30bb90e48=196*94*10000002;127*60*10000002;111*86*10000002;194*65*10000002;!
13f87fc1-bf26-4760-a566-b4553d7dfe55=132*73*10000002;155*99*10000002;116*119*10000002;165*98*10000002;!
